Name,Status,Maximale Förderrate und Förderhöhe,Antragsberechtigt sind,Beschreibung,Typ,Bestand / Neubau,Förderprogramm,Fördergeber,Basis Förderrate,Art der Maßnahme,Gebäudeart
progres.nrw: Kalte Nahwärmenetze in NRW,true,4.700 € je WE,"Privatperson, Unternehmen, Gemeinnützige Organisation, Contractor, WEG","""progres.nrw"" unterstützt in Nordrhein-Westfalen die Implementierung kalter Nahwärmenetze, um die Energieeffizienz zu steigern und nachhaltige Wärmeversorgungssysteme zu etablieren.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Wohngebäude im Drei-Liter-Haus-Standard einschließlich Lüftungsanlagen,Bundesland,2.700 € je WE,"Lüftung, Passivhaus",Wohngebäude
progres.nrw: Ladeinfrastruktur für Elektrofahrzeuge und Netzanschlüsse in NRW,true,"40 %
200.000 € je Netz","Unternehmen, Gemeinnützige Organisation, WEG","""progres.nrw"" fördert in Nordrhein-Westfalen die Errichtung von Ladeinfrastruktur für Elektrofahrzeuge sowie die entsprechenden Netzanschlüsse, um die Elektromobilität zu unterstützen und den Ausbau von Ladestationen voranzutreiben.",Zuschuss,"Bestand, Neubau",progres.nrw - Klimaschutztechnik: Kalte Nahwärmenetze,Bundesland,Individuell siehe Kommentar,Fernwärme,"Wohngebäude, Nichtwohngebäude"
Gebäudesanierung für klimafreundliches Wohnen in Köln,true,50.000 pro Gebäude u. Kalenderjahr,"WEG, Privatperson, Contractor, Gemeinnützige Organisation, Unternehmen","In Köln wird eine Gebäudesanierung durchgeführt, um Wohnungen klimafreundlicher zu gestalten und den ökologischen Fußabdruck der Stadt zu reduzieren.",Zuschuss,Bestand,Gebäudesanierung – klimafreundliches Wohnen,Stadt/Kommune/Gemeinde,+10 % auf BEG,"Effizienzhaus, Lüftung, Fenster / Haustür, Sonstige Heizungen, Biomasse, Heizungsoptimierung, Solarthermie, Wärmepumpe, Fernwärme, Smart Home, Dämmung",Wohngebäude
Wärmeschutz im Wohngebäudebestand in Bremen,true,,Privatperson,"Bremen fördert den Wärmeschutz im Wohngebäudebestand, um den Energieverbrauch zu senken und den Wohnkomfort zu verbessern.",Zuschuss,Bestand,Wärmeschutz im Wohngebäudebestand,"Bundesland, Stadt/Kommune/Gemeinde",300 €,Dämmung,Wohngebäude
Wohnungsbauförderung: Modernisierungsförderung in Bremen,true,150.000 €,"Privatperson, Unternehmen","In Bremen wird die Modernisierung von Wohnraum gefördert, um die energetische Effizienz von Gebäuden zu steigern und den Wohnstandard zu erhöhen.","Kredit, Zuschuss",Bestand,Wohnungsbauförderung – Modernisierungsförderung ,"Bundesland, Stadt/Kommune/Gemeinde",unterschiedlich,Effizienzhaus,Wohngebäude
Ersatz von Elektroheizungen in Bremen,true,,"Privatperson, Unternehmen","Bremen unterstützt den Ersatz von Elektroheizungen, um den CO2-Ausstoß zu reduzieren und die Energieeffizienz von Gebäuden zu verbessern.",Zuschuss,Bestand,Ersatz von Elektroheizungen ,"Bundesland, Stadt/Kommune/Gemeinde",unterschiedlich,"Erneuerbare Energien, Solarthermie, Biomasse, Wärmepumpe, Fernwärme",Wohngebäude
Förderung von Wärmepumpen in niedersächsischen Wohnquartieren,true,7.250€,Privatperson,"Niedersachsen fördert den Einsatz von Wärmepumpen in Wohnquartieren, um die Nutzung erneuerbarer Energien zu erhöhen und den CO2-Ausstoß zu reduzieren.",Zuschuss,"Bestand, Neubau",Förderung von Wärmepumpen in ausgewählten niedersächsischen Wohnquartieren,Bundesland,unterschiedlich,Wärmepumpe,Wohngebäude
Ersatz von Ölheizkesseln in Bremen,true,60 %,"Privatperson, Unternehmen, Contractor","Bremen fördert den Ersatz von Ölheizkesseln, um den Ausstoß von Schadstoffen zu verringern und den Einsatz erneuerbarer Energien zu erhöhen.",Zuschuss,Bestand,Ersatz von Ölheizkesseln,"Bundesland, Stadt/Kommune/Gemeinde",1.000 €,"Wärmepumpe, Solarthermie, Biomasse, Fernwärme",Wohngebäude
Zuwendungen für steckerfertige Photovoltaikanlagen in Mecklenburg-Vorpommern,true,,Privatperson,"Mecklenburg-Vorpommern gewährt Zuwendungen für steckerfertige Photovoltaikanlagen, um den Ausbau erneuerbarer Energien im Land zu fördern und den CO2-Ausstoß zu reduzieren.",Zuschuss,,Zuwendungen für steckerfertige Photovoltaikanlagen für Bürgerinnen und Bürger des Landes Mecklenburg-Vorpommern ,Bundesland,500 € je Anlage und WE,"Photovoltaik, Erneuerbare Energien",Wohngebäude
Frankfurter Programm zur Modernisierung des Wohnungsbestandes in Frankfurt am Main,true,unterschiedlich,"Privatperson, Unternehmen",Das Frankfurter Programm zur Modernisierung des Wohnungsbestandes unterstützt Maßnahmen zur Verbesserung der Wohnqualität und zur Steigerung der Energieeffizienz in Frankfurt am Main.,"Kredit, Zuschuss","Bestand, Neubau",Frankfurter Programm zur Modernisierung des Wohnungsbestandes,Stadt/Kommune/Gemeinde,unterschiedlich,"Effizienzhaus, Solarthermie, Biomasse, Passivhaus",Wohngebäude
IB.SH Immo-Effizienzhaus in Schleswig-Holstein,true,200.000 €,Privatperson,"Das IB.SH Immo-Effizienzhaus in Schleswig-Holstein setzt Maßstäbe für energieeffizientes Bauen und Wohnen, um nachhaltige Wohnkonzepte zu fördern.",Kredit,"Bestand, Neubau",IB.SH Immo Effizienzhaus,Bundesland,"4,00 % eff. p.a.",Effizienzhaus,Wohngebäude
Förderung von Ladestationen für Bürgerinnen und Bürger in Schleswig-Holstein,false,1.000 €,"Privatperson, Gemeinnützige Organisation","Schleswig-Holstein fördert den Ausbau von Ladestationen für Elektrofahrzeuge, um die Elektromobilität im Land voranzutreiben und klimafreundliche Verkehrslösungen zu unterstützen.",Zuschuss,"Bestand, Neubau",Klimaschutz für Bürgerinnen und Bürger – Förderung von stationären und nicht öffentlich zugänglichen Ladestationen,Bundesland,500 €,Ladestation,Wohngebäude
Klimaschutz: Förderung nicht-fossiler Heizsysteme in Schleswig-Holstein,false,4.000 €,"Privatperson, Gemeinnützige Organisation","Schleswig-Holstein unterstützt den Klimaschutz durch die Förderung nicht-fossiler Heizsysteme, um den Einsatz erneuerbarer Energien im Wärmesektor zu erhöhen und CO2-Emissionen zu reduzieren.",Zuschuss,Bestand,Klimaschutz für Bürgerinnen und Bürger – Förderung nicht-fossiler Heizsysteme ,Bundesland,500 €,"Photovoltaik, Erneuerbare Energien, Wärmepumpe, Biomasse, Solarthermie, Fernwärme","Wohngebäude, Nichtwohngebäude"
Klimaschutz: Förderung von Photovoltaik-Balkonanlagen in Schleswig-Holstein,false,350 €,"Privatperson, Gemeinnützige Organisation","Um den Ausbau von Photovoltaik-Anlagen zu fördern, unterstützt Schleswig-Holstein die Installation von Balkonanlagen, um erneuerbare Energien verstärkt in den urbanen Raum zu integrieren.",Zuschuss,Bestand,Klimaschutz für Bürgerinnen und Bürger – Förderung von Photovoltaik-Balkonanlagen ,Bundesland,200 €,"Photovoltaik, Erneuerbare Energien",Wohngebäude
Klimaschutz: Förderung von Batteriespeichern in Schleswig-Holstein,false,1.500 €,"Privatperson, Gemeinnützige Organisation, Unternehmen","Schleswig-Holstein fördert Batteriespeicher, um die Speicherung erneuerbarer Energien zu verbessern und die Flexibilität im Stromnetz zu erhöhen.",Zuschuss,Bestand,Klimaschutz für Bürgerinnen und Bürger – Förderung von Batteriespeichern ,Bundesland,750 €,Batteriespeicher,"Wohngebäude, Nichtwohngebäude"
SolarPLUS Berlin: Förderung von Solarenergie,false,30.000 €,"Privatperson, Unternehmen","SolarPLUS Berlin fördert die Installation von Solarenergieanlagen, um den Ausbau erneuerbarer Energien in der Hauptstadt voranzutreiben und die CO2-Emissionen zu senken.",Zuschuss,"Bestand, Neubau",SolarPLUS ,"Bundesland, Stadt/Kommune/Gemeinde",unterschiedlich,"Photovoltaik, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
Energieberatung für Effizienz und Optimierung (ENEO) in Berlin,true,2.000 €,"Privatperson, Unternehmen",Die Energieberatung für Effizienz und Optimierung (ENEO) in Berlin bietet Unterstützung und Beratung für Maßnahmen zur Steigerung der Energieeffizienz in Gebäuden.,Zuschuss,Bestand,Energieberatung für Effizienz und Optimierung (ENEO) ,"Bundesland, Stadt/Kommune/Gemeinde",500 €,"Effizienzhaus, Fenster / Haustür, Wärmepumpe, Biomasse, Solarthermie, Dämmung, Fernwärme, Energieberatung",Wohngebäude
Modernisierung von Mietwohnungen - 1. Förderweg in Hamburg,true,~50.000 € je WE,Privatperson,"Hamburg fördert die Modernisierung von Mietwohnungen als ersten Förderweg, um die energetische Effizienz von Wohngebäuden zu steigern und den Wohnkomfort zu verbessern.","Zuschuss, Kredit",Bestand,Modernisierung von Mietwohnungen 1. Förderweg,"Bundesland, Stadt/Kommune/Gemeinde","50 % oder
1% Zins / 2% Tilgung","Effizienzhaus, Holzbau, Wärmespeicher, Ladestation, Lüftung, Fenster / Haustür, Solarthermie, Wärmepumpe, Sonstige Heizungen, Biomasse, Heizungsoptimierung, Fernwärme, Energieberatung, Dämmung",Wohngebäude
Geringinvestive Maßnahmen zur Wohnraumverbesserung in Hamburg,true,20.000 € je WE,"Privatperson, Unternehmen","Hamburg unterstützt geringinvestive Maßnahmen zur Verbesserung des Wohnraums, um den Wohnkomfort zu steigern und die Energieeffizienz zu erhöhen.",Zuschuss,Bestand,Geringinvestive Maßnahmen,"Bundesland, Stadt/Kommune/Gemeinde",15 %,"Wärmespeicher, Wärmepumpe, Heizungsoptimierung, Sonstige Heizungen, Biomasse, Fernwärme, Solarthermie",Wohngebäude
Wärmeschutz im Gebäudebestand: Förderung in Hamburg,true,50.000 €,"WEG, Privatperson","Hamburg fördert Maßnahmen zum Wärmeschutz im Gebäudebestand, um den Energieverbrauch zu senken und den Wohnkomfort zu verbessern.",Zuschuss,Bestand,Wärmeschutz im Gebäudebestand,"Bundesland, Stadt/Kommune/Gemeinde",bis zu 50 €/m²,"Lüftung, Fenster / Haustür, Baubegleitung, Dämmung",Wohngebäude
Förderung von Ladeinfrastruktur für Elektrofahrzeuge in Sachsen-Anhalt,true,100.000 €,"Privatperson, Unternehmen, Kommune","Sachsen-Anhalt fördert den Ausbau der Ladeinfrastruktur für Elektrofahrzeuge, um die Elektromobilität im Land voranzutreiben und den Ausstoß von Schadstoffen zu verringern.",Zuschuss,"Bestand, Neubau",Förderung von Ladeinfrastruktur für Elektrofahrzeuge in Sachsen-Anhalt (Richtlinie Ladeinfrastruktur) ,Bundesland,2.500 €,Ladestation,"Wohngebäude, Nichtwohngebäude"
Klimaschutz und Klimaanpassungsmaßnahmen: Der Klimabonus in Frankfurt am Main,true,75 %,"Privatperson, Unternehmen, Gemeinnützige Organisation, Contractor",In Frankfurt am Main wird der Klimabonus als Anreiz für Maßnahmen zum Klimaschutz und zur Klimaanpassung in Wohn- und Arbeitsgebäuden gewährt.,Zuschuss,"Bestand, Neubau","Förderung von Klimaschutz- und Klimaanpassungsmaßnahmen in Frankfurt am Main
(Klimabonus)",Stadt/Kommune/Gemeinde,20 %,"Photovoltaik, Erneuerbare Energien, Batteriespeicher, Ladestation, Solarthermie","Wohngebäude, Nichtwohngebäude"
Energiesparprogramm: Förderung für energetische Sanierungen in Stuttgart,true,2.000.000 €,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Stuttgart fördert energetische Sanierungen im Rahmen seines Energiesparprogramms, um den Energieverbrauch zu senken und den Ausstoß von Treibhausgasen zu verringern.",Zuschuss,Bestand,Energiesparprogramm: Förderung für energetische Sanierungen ,Stadt/Kommune/Gemeinde,unterschiedlich,"Effizienzhaus, Fenster / Haustür, Wärmepumpe, Biomasse, Solarthermie, Dämmung, Fernwärme",Wohngebäude
Heizungsaustauschprogramm in Stuttgart,true,200.000 €,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Durch das Heizungsaustauschprogramm in Stuttgart wird der Austausch veralteter Heizsysteme gefördert, um den Energieverbrauch zu senken und die Umweltbelastung zu reduzieren.",Zuschuss,Bestand,Heizungsaustauschprogramm ,Stadt/Kommune/Gemeinde,5.000 €,"Wärmepumpe, Biomasse, Solarthermie, Fernwärme",Wohngebäude
Stuttgarter Solaroffensive: Förderung von Solarenergie,true,50.000 €,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Die Stuttgarter Solaroffensive unterstützt die Installation von Solarenergieanlagen, um den Ausbau erneuerbarer Energien in der Stadt zu fördern und den CO2-Ausstoß zu reduzieren.",Zuschuss,Bestand,Stuttgarter Solaroffensive,Stadt/Kommune/Gemeinde,unterschiedlich,"Erneuerbare Energien, Photovoltaik","Wohngebäude, Nichtwohngebäude"
Privates Laden für Elektrofahrzeuge in Stuttgart,true,"30.000 €
50 %","Privatperson, Unternehmen","In Stuttgart wird der Aufbau privater Ladeinfrastruktur für Elektrofahrzeuge gefördert, um die Elektromobilität zu unterstützen und den Ausstoß von Schadstoffen zu verringern.",Zuschuss,"Bestand, Neubau",Privates Laden ,Stadt/Kommune/Gemeinde,unterschiedlich,Ladestation,"Wohngebäude, Nichtwohngebäude"
Wärmepumpen-Programm in Stuttgart,true,200.000 €,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Stuttgart fördert den Einsatz von Wärmepumpen als Alternative zu konventionellen Heizsystemen, um den Energieverbrauch zu senken und den CO2-Ausstoß zu reduzieren.",Zuschuss,"Bestand, Neubau",Wärmepumpen‐Programm,Stadt/Kommune/Gemeinde,2.500 €,"Wärmepumpe, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
Förderung für Anschlüsse an klimaneutrale Wärmenetze in Stuttgart,true,50.000 €,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Stuttgart unterstützt den Anschluss an klimaneutrale Wärmenetze, um die Nutzung erneuerbarer Energien zu fördern und die CO2-Emissionen zu senken.",Zuschuss,"Bestand, Neubau",Förderung für Anschlüsse an klimaneutrale Wärmenetze ,Stadt/Kommune/Gemeinde,20 %,Fernwärme,"Wohngebäude, Nichtwohngebäude"
Klimafreundliches Wohnen und Arbeiten in Bestandsgebäuden: Beratungsleistungen in Düsseldorf,true,10.000 €,"Unternehmen, WEG, Privatperson, Gemeinnützige Organisation","Düsseldorf bietet Beratungsleistungen für klimafreundliches Wohnen und Arbeiten in Bestandsgebäuden, um Energieeffizienz zu steigern und den CO2-Ausstoß zu reduzieren.",Zuschuss,Bestand,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Beratungsleistungen ,Stadt/Kommune/Gemeinde,50 %,"Energieberatung, Baubegleitung, Dämmung, Fenster / Haustür, Heizungsoptimierung, Fernwärme, Solarthermie, Lüftung, Wärmepumpe","Wohngebäude, Nichtwohngebäude"
Energieeffizientes Zuhause mit erneuerbaren Energien: Heizung und Warmwasserbereitung in Wuppertal,false,1000 €,Privatperson,"In Wuppertal wird die Heizung und Warmwasserbereitung mit erneuerbaren Energien gefördert, um den Einsatz fossiler Brennstoffe zu reduzieren und den CO2-Ausstoß zu senken.",Zuschuss,Bestand,Energieeffizientes Zuhause - Erneuerbare Energien:  Heizung und Warmwasserbereitung,Stadt/Kommune/Gemeinde,20%,"Biomasse, Sonstige Heizungen, Solarthermie, Wärmepumpe",Wohngebäude
Förderung von Biomassefeuerungsanlagen in Hessen,true,200.000 €,"Privatperson, Unternehmen, Kommune","Hessen fördert Biomassefeuerungsanlagen, um den Einsatz von erneuerbaren Energien im Wärmesektor zu erhöhen und die Abhängigkeit von fossilen Brennstoffen zu verringern.",Zuschuss,"Bestand, Neubau",Förderung der energetischen und stofflichen Nutzung nachwachsender Rohstoffe: Biomassefeuerungsanlage,Bundesland,80 € / kW,"Erneuerbare Energien, Biomasse","Wohngebäude, Nichtwohngebäude"
Energieeffizientes Zuhause mit erneuerbaren Energien: Lüftungsanlage in Wuppertal,false,1000 €,Privatperson,"Die Installation von Lüftungsanlagen mit erneuerbaren Energien wird in Wuppertal gefördert, um den Energieverbrauch zu senken und den Wohnkomfort zu verbessern.",Zuschuss,Bestand,Energieeffizientes Zuhause - Erneuerbare Energien: Lüftungsanlage,Stadt/Kommune/Gemeinde,20%,Lüftung,Wohngebäude
Förderung von Nahwärmenetzen in Hessen,true,100.000 €,"Privatperson, Unternehmen, Kommune","Zur Steigerung der Energieeffizienz unterstützt Hessen die Errichtung von Nahwärmenetzen, um eine nachhaltige Wärmeversorgung in Gemeinden und Städten zu gewährleisten.",Zuschuss,"Bestand, Neubau",Förderung der energetischen und stofflichen Nutzung nachwachsender Rohstoffe: Nahwärmenetz,Bundesland,30 %,Fernwärme,"Wohngebäude, Nichtwohngebäude"
Energieeffizientes Zuhause mit erneuerbaren Energien: Photovoltaik in Wuppertal,false,1000 €,Privatperson,"In Wuppertal wird die Installation von Photovoltaikanlagen gefördert, um den Einsatz erneuerbarer Energien zu fördern und den CO2-Ausstoß zu reduzieren.",Zuschuss,"Bestand, Neubau",Energieeffizientes Zuhause - Erneuerbare Energien: Photovoltaik,Stadt/Kommune/Gemeinde,100 € / kWp,"Photovoltaik, Erneuerbare Energien",Wohngebäude
Energieeffizientes Zuhause: Sanierung der Gebäudehülle - Fenster/Türen in Wuppertal,false,1000 €,Privatperson,"Wuppertal fördert die Sanierung der Gebäudehülle durch den Austausch von Fenstern und Türen, um den Energieverbrauch zu senken und den Wohnkomfort zu verbessern.",Zuschuss,Bestand,Energieeffizientes Zuhause - Sanierung der Gebäudehülle: Fenster/Türen,Stadt/Kommune/Gemeinde,"100 € / Fenster
200 € / Tür",Fenster / Haustür,Wohngebäude
Energieeffizientes Zuhause: Sanierung der Gebäudehülle - Dämmung in Wuppertal,false,2000 €,Privatperson,"In Wuppertal wird die Dämmung der Gebäudehülle gefördert, um den Energieverbrauch zu senken und den Wohnkomfort zu verbessern.",Zuschuss,Bestand,Energieeffizientes Zuhause - Sanierung der Gebäudehülle: Dämmung,Stadt/Kommune/Gemeinde,20%,Dämmung,Wohngebäude
Förderung von Umsetzungskonzepten für nachwachsende Rohstoffe in Hessen,true,200.000 €,"Privatperson, Unternehmen, Kommune","Hessen fördert die Entwicklung und Umsetzung von Konzepten für nachwachsende Rohstoffe, um die Nutzung erneuerbarer Ressourcen in verschiedenen Sektoren zu stärken.",Zuschuss,"Bestand, Neubau",Förderung der energetischen und stofflichen Nutzung nachwachsender Rohstoffe: Umsetzungskonzepte,Bundesland,75 %,Biomasse,"Wohngebäude, Nichtwohngebäude"
Photovoltaik für klimafreundliches Wohnen in Köln,true,50.000 pro Gebäude u. Kalenderjahr,"WEG, Privatperson, Contractor, Gemeinnützige Organisation, Unternehmen","Köln setzt auf Photovoltaikanlagen, um klimafreundliches Wohnen zu fördern und erneuerbare Energien in der Stadt zu nutzen.",Zuschuss,Bestand,Photovoltaik – klimafreundliches Wohnen,Stadt/Kommune/Gemeinde,300 Euro pro kWp,"Photovoltaik, Erneuerbare Energien, Batteriespeicher",Wohngebäude
Photovoltaik für klimafreundliches Arbeiten in Köln,true,50.000 pro Gebäude u. Kalenderjahr,"WEG, Privatperson, Contractor, Gemeinnützige Organisation, Unternehmen","Unternehmen in Köln investieren in Photovoltaikanlagen, um ihre Arbeitsumgebungen nachhaltiger zu gestalten und den Einsatz erneuerbarer Energien zu unterstützen.",Zuschuss,Bestand,Photovoltaik – klimafreundliches Arbeiten,Stadt/Kommune/Gemeinde,300 Euro pro kWp,"Photovoltaik, Erneuerbare Energien, Batteriespeicher",Nichtwohngebäude
Energetische Förderung nach dem Hessischen Energiegesetz in Hessen,true,30 %,"Privatperson, Unternehmen, Contractor","Hessen bietet eine energetische Förderung gemäß dem Hessischen Energiegesetz an, um Maßnahmen zur Energieeinsparung und zur Nutzung erneuerbarer Energien zu unterstützen.",Zuschuss,"Bestand, Neubau",Energetische Förderung im Rahmen des Hessischen Energiegesetzes: Maßnahmen zur Steigerung der Energieeffizienz und zur Nutzung erneuerbarer Energien (§ 5 HEG),Bundesland,Individuell siehe Kommentar,"Effizienzhaus, Photovoltaik, Erneuerbare Energien, Fenster / Haustür, Wärmepumpe, Biomasse, Solarthermie, Dämmung, Sonstige Heizungen, Fernwärme","Wohngebäude, Nichtwohngebäude"
Ladeinfrastruktur: München fördert Elektromobilität,true,10.000 €,"Privatperson, Unternehmen, WEG","München bietet finanzielle Unterstützung für den Anschluss von Gebäuden an energieeffiziente Netzwerke, um den Energieverbrauch zu optimieren und die Umweltbelastung zu verringern.",Zuschuss,"Bestand, Neubau",Förderung für Ladeinfrastruktur für Elektrofahrzeuge,Stadt/Kommune/Gemeinde,40 %,Ladestation,"Wohngebäude, Nichtwohngebäude"
KfW: Investitionszuschuss für Barriere­reduzierung im Wohnbereich,true,25.000 €,Privatperson,"Die KfW bietet einen ""Investitionszuschuss für Barriere­reduzierung im Wohnbereich"" an, um Wohnungen barriereärmer zu gestalten und somit die Lebensqualität für Menschen mit eingeschränkter Mobilität zu verbessern.",Zuschuss,Bestand,KfW - Barriere­reduzierung – Investitions­zuschuss (455-B),Bund,10 %,Altersgerechter Umbau & Einbruchschutz,Wohngebäude
Erneuerbare Wärme: Erschließung von Wärmequellen in Hamburg,true,20 %,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Hamburg erschließt neue Wärmequellen, um die Nutzung erneuerbarer Energien zu steigern und den Ausstoß von Treibhausgasen zu verringern.",Zuschuss,"Bestand, Neubau",Erneuerbare Wärme - Fördermodul Erschließung von Wärmequellen,,15 %,Erneuerbare Energien,"Wohngebäude, Nichtwohngebäude"
Erneuerbare Wärme: Wärmepumpen in Hamburg,true,125 € je kW,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Hamburg fördert den Einsatz von Wärmepumpen als alternative Heizsysteme, um den Ausstoß von Treibhausgasen zu reduzieren und die Nutzung erneuerbarer Energien zu erhöhen.",Zuschuss,"Bestand, Neubau",Erneuerbare Wärme - Fördermodul Wärmepumpen,,90 € je kW,Wärmepumpe,"Wohngebäude, Nichtwohngebäude"
Erneuerbare Wärme: Bioenergieanlagen in Hamburg,true,,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Hamburg unterstützt den Ausbau von Bioenergieanlagen, um erneuerbare Energien im Wärmesektor zu fördern und die Abhängigkeit von fossilen Brennstoffen zu verringern.",Zuschuss,"Bestand, Neubau",Erneuerbare Wärme - Fördermodul Bioenergieanlagen,,45 € je kW,Biomasse,"Wohngebäude, Nichtwohngebäude"
Erneuerbare Wärme: Solarthermie und Heizungsmodernisierung in Hamburg,true,200 € je m²,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Hamburg fördert die Nutzung erneuerbarer Wärmequellen wie Solarthermie und die Modernisierung von Heizungsanlagen, um den Ausstoß von Treibhausgasen zu reduzieren.",Zuschuss,"Bestand, Neubau",Erneuerbare Wärme - Fördermodul Solarthermie und Heizungsmodernisierung,,100 € pro m²,"Solarthermie, Biomasse","Wohngebäude, Nichtwohngebäude"
Erneuerbare Wärme: Wärmeverteilnetze in Hamburg,true,,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Hamburg fördert den Ausbau von Wärmeverteilnetzen, um eine effiziente und nachhaltige Wärmeversorgung in der Stadt sicherzustellen.",Zuschuss,"Bestand, Neubau",Erneuerbare Wärme - Fördermodul Wärmeverteilnetze,,individuell,Fernwärme,"Wohngebäude, Nichtwohngebäude"
Erneuerbare Wärme: Wärmespeicher in Hamburg,true,400 €,"Privatperson, Unternehmen, Contractor, Gemeinnützige Organisation","Hamburg unterstützt die Errichtung von Wärmespeichern, um die Flexibilität im Wärmesektor zu erhöhen und erneuerbare Energien besser zu integrieren.",Zuschuss,"Bestand, Neubau",Erneuerbare Wärme - Fördermodul Wärmespeicher,,55 €,Wärmespeicher,"Wohngebäude, Nichtwohngebäude"
Förderprogramm zur Energieeinsparung und kommunalem Klimaschutz in Unterhaching,true,1000 - 2500 €,"Privatperson, Unternehmen, WEG","Unterhaching fördert Maßnahmen zur Energieeinsparung und kommunalen Klimaschutz,",Zuschuss,Bestand,Förderprogramm zur Energieeinsparung und kommunalem Klimaschutz,Stadt/Kommune/Gemeinde,5-10% der Netto-Investitionskosten,"Photovoltaik, Batteriespeicher, Fenster / Haustür, Solarthermie, Heizungsoptimierung, Fernwärme, Dämmung","Wohngebäude, Nichtwohngebäude"
Förderung von Steckersolargeräten in Dortmund,false,500 €,"Privatperson, WEG","Die Förderung von Steckersolargeräten in Dortmund zielt darauf ab, den Einsatz von erneuerbaren Energien zu erhöhen und den Ausstoß von Treibhausgasen zu verringern.",Zuschuss,"Bestand, Neubau",Förderung von Steckersolargeräten,Stadt/Kommune/Gemeinde,50 %,"Photovoltaik, Solarthermie, Erneuerbare Energien","Wohngebäude, Nichtwohngebäude"
Förderung zur Begrünung von Dächern und Fassaden sowie Flächenentsiegelung in Dortmund,true,"50 € je Quadratmeter
20.000 € pro Jahr","Privatperson, Unternehmen, WEG","Dortmund fördert die Begrünung von Dächern und Fassaden sowie die Flächenentsiegelung, um die städtische Umweltqualität zu verbessern und das Stadtklima zu regulieren.",Zuschuss,"Bestand, Neubau",Förderung zur Begrünung von Dächern und Fassaden sowie Flächenentsiegelung,Stadt/Kommune/Gemeinde,50 % ,,"Wohngebäude, Nichtwohngebäude"
Förderung für die Nutzung von Geothermie in Dortmund,true,10.000 €,"Gemeinnützige Organisation, Privatperson, WEG","Dortmund unterstützt die Nutzung von Geothermie, um erneuerbare Energien zu fördern und den CO2-Ausstoß zu reduzieren.",Zuschuss,Bestand,Förderung für die Nutzung von Geothermie,Stadt/Kommune/Gemeinde,15 %,"Erneuerbare Energien, Wärmepumpe","Wohngebäude, Nichtwohngebäude"
Klimafreundliches Wohnen und Arbeiten in Bestandsgebäuden: Einzelmaßnahmen an der Gebäudehülle in Düsseldorf,true,60 € pro m²,"Unternehmen, WEG, Privatperson, Gemeinnützige Organisation","Einzelmaßnahmen an der Gebäudehülle werden in Düsseldorf gefördert, um den Energieverbrauch zu senken und den Wohnkomfort zu verbessern.",Zuschuss,Bestand,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Einzelmaßnahmen an der Gebäudehülle: Dämmung,Stadt/Kommune/Gemeinde,10 € pro m²,Dämmung,"Wohngebäude, Nichtwohngebäude"
Klimafreundliches Wohnen und Arbeiten in Bestandsgebäuden: Heizungsoptimierung in Düsseldorf,true,4000 € pro NE,"Unternehmen, WEG, Privatperson, Gemeinnützige Organisation","In Düsseldorf wird die Heizungsoptimierung in Bestandsgebäuden gefördert, um den Energieverbrauch zu senken und die Umweltbelastung zu reduzieren.",Zuschuss,Bestand,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Heizungsoptimierung,Stadt/Kommune/Gemeinde,20 %,Heizungsoptimierung,"Wohngebäude, Nichtwohngebäude"
Klimafreundliches Wohnen und Arbeiten in Bestandsgebäuden: Neuanschluss an die Fernwärme in Düsseldorf,true,10000 € ,"Unternehmen, WEG, Privatperson, Gemeinnützige Organisation","Düsseldorf unterstützt den Neuanschluss an Fernwärme, um eine umweltfreundliche Wärmeversorgung zu gewährleisten und den CO2-Ausstoß zu reduzieren.",Zuschuss,Bestand,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Neuanschluss an die Fernwärme,Stadt/Kommune/Gemeinde,10 %,Fernwärme,"Wohngebäude, Nichtwohngebäude"
